light_hours_mean,Rs_mean,date,rain_mean,T_mean,RH_mean,P_mean,u_2_mean,T_max,T_min
0.3,8.64,2025-06-01,0.0,22.3875,60.958333333333336,996.375,2.3833333333333337,25.4,17.4
5.1,20.35,2025-06-02,0.0,24.929166666666664,54.5,995.2916666666666,2.8000000000000003,32.3,17.1
9.7,22.19,2025-06-03,0.0,27.683333333333337,31.958333333333332,996.5,4.120833333333334,33.0,22.5
11.4,23.32,2025-06-04,0.0,29.5375,25.208333333333332,998.0833333333334,4.391666666666667,36.5,21.1
7.6,20.51,2025-06-05,0.0,29.125,34.708333333333336,995.5,3.9875,37.1,20.3
9.6,21.02,2025-06-06,0.0,31.6125,35.125,992.4166666666666,2.7416666666666667,39.1,21.9
1.6,16.61,2025-06-07,0.0,30.554166666666664,40.625,996.0833333333334,3.9166666666666665,34.1,25.9
8.2,19.05,2025-06-08,0.1083333333333333,29.875,46.708333333333336,997.375,4.554166666666666,36.3,23.9
7.4,20.2,2025-06-09,0.0,29.3125,56.416666666666664,994.625,4.945833333333334,38.8,20.6
9.1,20.86,2025-06-10,0.0,28.308333333333337,35.291666666666664,1000.7916666666666,6.316666666666666,32.9,25.1
10.9,20.62,2025-06-11,0.0,28.379166666666663,46.833333333333336,1000.7083333333334,3.9166666666666665,35.3,21.3
12.2,22.96,2025-06-12,0.0,28.245833333333337,50.0,999.8333333333334,4.191666666666666,34.4,21.6
10.1,20.98,2025-06-13,0.0,28.71666666666667,57.166666666666664,996.0416666666666,3.7583333333333337,35.3,22.5
4.5,15.54,2025-06-14,0.0,28.745833333333337,58.291666666666664,991.5416666666666,3.2125,34.6,24.3
11.6,23.46,2025-06-15,416.6458333333333,28.89166666666667,43.9375,990.5833333333333,3.7874999999999996,35.0,21.5
12.05,20.52,2025-06-16,0.0,29.0375,29.583333333333332,989.625,4.3625,35.4,21.7
12.5,22.55,2025-06-17,0.0,31.275,31.125,993.2916666666666,3.170833333333333,39.6,22.0
0.0,9.25,2025-06-18,0.0,29.25,59.125,994.0833333333334,4.4750000000000005,32.0,25.4
0.2,4.68,2025-06-19,0.7583333333333333,25.4375,84.625,995.25,3.1125000000000003,27.7,23.4
4.5,17.07,2025-06-20,416.62916666666666,27.21666666666667,68.125,996.3333333333334,5.6625000000000005,31.4,24.2
11.4,22.57,2025-06-21,0.0,29.545833333333334,51.708333333333336,997.7083333333334,2.5500000000000003,35.7,23.7
12.2,21.69,2025-06-22,0.0,29.445833333333336,46.75,998.1666666666666,2.7083333333333335,36.9,21.5
4.9,19.08,2025-06-23,0.0,29.475,43.5,997.25,3.1291666666666664,35.3,24.0
12.5,20.88,2025-06-24,0.0,28.995833333333337,43.583333333333336,999.1666666666666,2.9291666666666667,35.3,20.7
0.0,6.67,2025-06-25,0.0,26.991666666666664,53.375,999.875,2.5375,30.0,23.7
0.0,6.43,2025-06-26,0.0333333333333333,22.245833333333337,82.04166666666667,999.5,2.9250000000000003,24.6,20.0
7.8,18.82,2025-06-27,0.0,26.425,68.41666666666667,996.4583333333334,2.7416666666666667,33.3,19.5
3.5,9.79,2025-06-28,0.2749999999999999,26.083333333333332,76.66666666666667,993.0416666666666,4.1125,29.9,23.0
0.1,7.53,2025-06-29,0.0499999999999999,25.058333333333337,85.0,993.4166666666666,3.0666666666666664,28.4,23.2
